Edad,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070
23,470109,483840,497522,512137,524885,536394,547600,559165,571404,584899,599906,616402,634643,654459,674829,694140,714302,737300,758854,777817,796345,814248,831353,847300,868446,900383,939917,987202,1035401,1077578,1118113,1161822,1209166,1257635,1305058,1350629,1395769,1439791,1479438,1515335,1552337,1591763,1631798,1672084,1712121,1749113,1780313,1801586,1808821,1799957,1783127,1772464,1772987,1783707,1802667,1831297,1870466,1917191,1965835,2010367,2050817,2089986,2129121,2171224,2212009,2238350,2247344,2245168,2236389,2224208,2215654,2219579,2236574,2251625,2250484,2234577,2214756,2201295,2196282,2198340,2205802,2214190,2216921,2208462,2188265,2161000,2136402,2118048,2097633,2065634,2031425,2016456,2010413,2001205,1993518,1973807,1948294,1928661,1908200,1887253,1866110,1844998,1824074,1803255,1782275,1760967,1739606,1718565,1697880,1677480,1657276,1637265,1617592,1598293,1579441,1561087,1543057,1525154,1507317,1489631,1472218
24,452723,466105,479713,493374,508023,520820,532285,543392,554881,567062,580493,595480,611948,630134,649844,670033,689128,709019,731661,752848,771487,789731,807446,824414,840277,861334,893055,932205,979116,1027046,1068950,1109107,1152406,1199418,1247468,1294133,1338723,1382835,1425928,1464875,1500263,1536752,1575695,1615247,1654971,1694315,1730196,1759619,1778213,1781933,1772275,1758659,1750796,1751994,1761766,1781276,1813779,1857732,1908250,1958786,2003257,2043523,2081875,2120145,2160910,2198971,2223816,2233258,2232715,2224715,2212392,2204033,2208723,2226245,2241338,2240112,2224060,2204073,2190425,2185247,2187184,2194585,2202988,2205833,2197593,2177689,2150733,2126383,2108176,2087843,2055921,2021764,2006751,2000640,1991415,1983749,1964167,1938857,1919432,1899206,1878498,1857577,1836647,1815854,1795113,1774169,1752875,1731523,1710503,1689862,1669533,1649433,1629554,1610033,1590899,1572212,1554013,1536114,1518317,1500558,1482929
25,437985,448905,462191,475801,489526,504224,516980,528356,539398,550836,562960,576383,591353,607785,625886,645441,665445,684322,703925,726242,747142,765550,783638,801244,818133,833970,854938,886382,925255,971931,1019554,1061111,1100944,1143988,1190652,1238030,1283826,1327541,1370854,1413321,1451818,1486819,1522959,1561533,1600645,1639837,1678255,1712584,1739495,1754667,1757262,1750144,1738964,1731794,1732331,1742849,1766049,1802951,1850327,1902434,1952641,1996675,2035979,2073344,2110166,2148127,2184476,2209532,2220484,2220663,2212446,2200310,2192988,2198461,2216028,2230951,2229478,2213198,2193018,2179217,2173938,2175837,2183263,2191767,2194800,2186828,2167231,2140560,2116400,2098263,2077939,2046039,2011910,1996855,1990700,1981497,1973897,1954495,1929435,1910256,1890282,1869810,1849082,1828289,1807572,1786859,1765918,1744623,1723284,1702302,1681731,1661509,1641545,1621829,1602484,1583527,1565003,1546942,1529151,1511432,1493726
26,423428,434309,445172,458481,472172,485964,500617,513285,524600,535594,546980,559106,572522,587468,603831,621806,641213,661026,679658,698999,721062,741757,760043,778040,795566,812437,828250,849055,880302,919011,965407,1012686,1053943,1093583,1136351,1182427,1229043,1274080,1317114,1359895,1401968,1440134,1474872,1510757,1548997,1587713,1626161,1663237,1695278,1718962,1732809,1737330,1732229,1721724,1714142,1715578,1729612,1756879,1796884,1845607,1897191,1946748,1989714,2027937,2063775,2097774,2133932,2170300,2196697,2208292,2208122,2199968,2189112,2182870,2188454,2205828,2220398,2218585,2202054,2181728,2167858,2162578,2164542,2172090,2180775,2184048,2176356,2157033,2130575,2106512,2088361,2067982,2036077,2001981,1986913,1980761,1971632,1964154,1944981,1920209,1901292,1881565,1861294,1840707,1819988,1799293,1778571,1757615,1736323,1715017,1694105,1673642,1653560,1633768,1614236,1595077,1576292,1557913,1539962,1522246,1504575
27,408815,419877,430715,441635,455039,468805,482567,497126,509727,520992,531935,543328,555454,568859,583751,600011,617871,637117,656707,675115,694256,716133,736722,754936,772859,790378,807236,822940,843635,874767,913266,959357,1006333,1047419,1086844,1129112,1174528,1220485,1264922,1307507,1349959,1391742,1429684,1464243,1499901,1537851,1575976,1613297,1648315,1677375,1699650,1714939,1721089,1716563,1705792,1699216,1704019,1721824,1751922,1793084,1841133,1891933,1940356,1982184,2018820,2051855,2084035,2120116,2157669,2184592,2195679,2195387,2188689,2179184,2173112,2178546,2195530,2209647,2207480,2190761,2170389,2156565,2151398,2153531,2161288,2170210,2173734,2166281,2147148,2120796,2096732,2078497,2058036,2026135,1992107,1977078,1970985,1961992,1954690,1935786,1911318,1892654,1873134,1853005,1832488,1811784,1791069,1770321,1749358,1728091,1706853,1686049,1665731,1645826,1626225,1606887,1587908,1569272,1551005,1533127,1515454
28,394235,405378,416407,427310,438350,451836,465580,479258,493740,506282,517492,528446,539844,551967,565329,580137,596309,614037,633087,652473,670715,689712,711505,732008,750149,768069,785587,802348,817973,838634,869608,907868,953694,1000489,1041385,1080382,1122093,1166938,1212381,1256418,1298724,1340945,1382532,1420326,1454729,1490192,1527684,1564850,1600341,1632651,1660313,1683660,1700268,1706855,1702119,1692401,1689031,1697341,1717741,1748845,1789244,1836428,1886082,1933333,1973528,2007430,2038643,2070702,2107876,2145855,2172115,2182864,2184144,2179013,2169693,2163509,2168584,2185078,2198739,2196293,2179501,2159210,2145556,2140613,2143005,2151027,2160195,2163924,2156616,2137554,2111199,2087061,2068714,2048183,2016325,1982420,1967493,1961526,1952725,1945643,1927024,1902846,1884393,1865013,1844951,1824441,1803707,1782956,1762190,1741245,1720042,1698913,1678258,1658121,1638414,1619012,1599858,1581032,1562509,1544312,1526473
29,379722,390900,402018,413117,424145,435286,448757,462419,476030,490438,502913,514133,525094,536495,548586,561876,576618,592684,610243,629110,648343,666467,685411,707123,727541,745682,763616,781039,797729,813345,833908,864702,902769,948440,995041,1035545,1074057,1115301,1159703,1204786,1248586,1290703,1332765,1374222,1411890,1446163,1481277,1517961,1553505,1586560,1617525,1646000,1670429,1687369,1693748,1690022,1683326,1683218,1693926,1715211,1745505,1784999,1831069,1879553,1925175,1962717,1994812,2025863,2058939,2096510,2133724,2159429,2171795,2174787,2169820,2160387,2153875,2158495,2174507,2187799,2185201,2168474,2148395,2135025,2130398,2133104,2141397,2150760,2154595,2147303,2128194,2101758,2077518,2059076,2038521,2006768,1973052,1958293,1952511,1943946,1937104,1918757,1894820,1876505,1857186,1837122,1816574,1795795,1775018,1754263,1733376,1712281,1691304,1670833,1650900,1631395,1612181,1593182,1574468,1556014,1537851
30,365527,376484,387642,398831,410054,421186,432332,445726,459321,472861,487189,499666,510890,521855,533228,545260,558502,573157,589077,606477,625209,644330,662415,681303,702923,723333,741489,759334,776684,793359,808919,829361,860027,897988,943494,989708,1029781,1067909,1108778,1152871,1197735,1241364,1283355,1325318,1366661,1404229,1438243,1472680,1507915,1541283,1573084,1604684,1634056,1658752,1675485,1682798,1681853,1678177,1680300,1691804,1712248,1741623,1780061,1825000,1871892,1914956,1950736,1982625,2014606,2048076,2084861,2121377,2148675,2162819,2165935,2160823,2151058,2144126,2148309,2163937,2176997,2174395,2157871,2138122,2125125,2120866,2123889,2132398,2141848,2145652,2138255,2119019,2092476,2068153,2049667,2029157,1997577,1964118,1949589,1944038,1935729,1929112,1910984,1887210,1868950,1849622,1829511,1808909,1788097,1767326,1746624,1725842,1704899,1684109,1663845,1644119,1624806,1605747,1586859,1568211,1549787
31,352051,362377,373321,384550,395862,407187,418326,429412,442739,456260,469724,484043,496516,507740,518680,530001,541997,555168,569697,585480,602760,621390,640480,658515,677332,698929,719354,737428,755201,772539,789136,804614,824991,855606,893460,938615,984415,1024138,1061956,1102568,1146471,1191187,1234707,1276611,1318485,1359744,1397090,1430517,1463676,1496976,1529189,1561499,1593874,1623471,1647968,1665558,1675399,1677214,1675608,1678456,1689106,1708637,1737017,1774391,1817817,1862294,1903640,1939169,1971906,2004248,2036945,2072977,2111059,2140129,2154346,2157275,2151800,2141613,2134290,2138145,2153532,2166516,2164054,2147853,2128523,2115950,2112055,2115330,2123939,2133338,2136986,2129404,2110017,2083389,2059040,2040582,2020191,1988857,1955711,1941457,1936156,1928086,1921644,1903657,1879959,1861681,1842296,1822123,1801481,1780671,1759950,1739351,1718719,1697964,1677383,1657331,1637797,1618638,1599690,1580865,1562244
32,339676,348982,359301,370316,381665,393077,404411,415489,426523,439777,453220,466680,480980,493444,504640,515530,526824,538761,551822,566231,581910,599111,617717,636748,654715,673523,695134,715458,733465,751219,768480,785007,800447,820845,851394,888961,933749,979213,1018648,1056251,1096701,1140481,1185099,1228535,1270374,1312172,1353247,1390062,1422356,1453784,1486037,1518674,1551673,1584236,1613668,1638948,1658813,1671153,1674885,1673942,1675934,1685683,1704285,1731677,1767633,1808811,1851659,1892722,1928998,1962052,1993617,2025527,2063148,2102986,2132068,2146050,2148574,2142651,2132082,2124482,2128157,2143463,2156519,2154323,2138536,2119670,2107511,2103909,2107315,2115881,2125102,2128514,2120724,2101212,2074560,2050261,2031912,2011716,1980687,1947895,1933930,1928863,1920979,1914634,1896699,1873000,1854657,1835203,1814984,1794338,1773576,1752956,1732506,1712061,1691515,1671149,1651289,1631911,1612860,1593972,1575171
33,328658,336674,345984,356376,367509,378956,390376,401647,412673,423647,436821,450258,463705,477981,490408,501553,512420,523662,535502,548460,562779,578388,595577,614130,633086,651044,669880,691391,711634,729621,747301,764485,780979,796465,816853,847180,884452,928948,974117,1013350,1050815,1091175,1134868,1179401,1222775,1264557,1306205,1346789,1382568,1413324,1443823,1476427,1509675,1542860,1575285,1605427,1632769,1654878,1668977,1673309,1671508,1672627,1681516,1699196,1725279,1759168,1798841,1841392,1883101,1919656,1951891,1982616,2016152,2055556,2095365,2124156,2137691,2139732,2133408,2122577,2114852,2118506,2133879,2147137,2145302,2129975,2111558,2099734,2096299,2099688,2108083,2117045,2120203,2112237,2092665,2066067,2041899,2023736,2003800,1973115,1940686,1926991,1922105,1914326,1907989,1890030,1866283,1847864,1828357,1808130,1787530,1766867,1746396,1726131,1705895,1685562,1665389,1645686,1626415,1607423,1588555
34,319132,325711,333742,343129,353640,364869,376324,387679,398894,409858,420766,433936,447358,460781,475007,487375,498497,509316,520470,532218,545091,559356,574967,592107,610579,629516,647513,666267,687688,707906,725814,743421,760576,777108,792623,812850,842941,879992,924220,969172,1008259,1045652,1085954,1129575,1174045,1217362,1259011,1300220,1339851,1374233,1404155,1434973,1468132,1501550,1534625,1567720,1599716,1629071,1652788,1667426,1670899,1668259,1668573,1676607,1693078,1717269,1749791,1789202,1832332,1874258,1909932,1941253,1973627,2008999,2048374,2087858,2116155,2129171,2130783,2124179,2113242,2105550,2109329,2124899,2138457,2137030,2122145,2104096,2092474,2089053,2092295,2100440,2109128,2112065,2103992,2084443,2057983,2034022,2016111,1996478,1966149,1934056,1920574,1915786,1908024,1901622,1883592,1859786,1841309,1821790,1801604,1781102,1760587,1740300,1720244,1700219,1680079,1660062,1640465,1621249,1602276
35,311128,316225,322831,330946,340454,351063,362301,373688,384986,396136,407030,417948,431103,444497,457874,472030,484364,495434,506173,517245,528919,541747,556026,571593,588653,607115,626075,643992,662672,684063,704188,722020,739601,756798,773362,788755,808817,838743,875582,919596,964385,1003401,1040751,1080998,1124555,1168958,1212157,1253407,1293748,1332109,1365722,1395927,1427263,1460594,1493931,1527621,1562380,1596190,1627011,1651221,1665004,1667662,1664256,1663778,1670689,1685436,1708409,1740708,1780653,1823981,1864961,1899603,1932582,1966853,2002209,2041272,2080238,2107975,2120526,2121833,2115107,2104219,2096704,2100730,2116594,2130502,2129471,2114945,2097125,2085552,2082014,2085032,2092910,2101359,2104148,2096051,2076611,2050367,2026679,2009063,1989747,1959746,1927928,1914574,1909796,1901977,1895465,1877357,1853510,1835016,1815536,1795445,1775089,1754757,1734677,1714830,1694996,1675010,1655099,1635558,1616360
36,304493,308242,313380,320079,328319,337932,348552,359722,371050,382280,393356,404260,415176,428300,441645,454956,469064,481339,492331,502992,513995,525634,538486,552714,568214,585267,603750,622627,640474,659136,680427,700470,718283,735899,753130,769576,784847,804813,834579,871247,915102,959794,998758,1036059,1076251,1119749,1164040,1206860,1247322,1286518,1324168,1358026,1388710,1420210,1453465,1487381,1522592,1558970,1594124,1625383,1648757,1661746,1663668,1659520,1657991,1663319,1676980,1699791,1732617,1772762,1815078,1854902,1891203,1926135,1960392,1995462,2034028,2072415,2099646,2111859,2113016,2106326,2095628,2088407,2092772,2108978,2123227,2122510,2108205,2090458,2078801,2075069,2077848,2085498,2093781,2096508,2088476,2069225,2043260,2019888,2002582,1983558,1953823,1922190,1908874,1904034,1896116,1889488,1871319,1847474,1829014,1809627,1789679,1769505,1749380,1729508,1709850,1690167,1670286,1650430,1630906
37,298819,301615,305418,310656,317488,325841,335470,346025,357134,368391,379546,390629,401530,412424,425499,438777,452042,466076,478268,489182,499775,510745,522417,535230,549393,564889,581967,600362,619170,637006,655578,676776,696794,714645,732298,749416,765748,780962,800826,830458,866999,910759,955372,994276,1031531,1071672,1115062,1159003,1201095,1240529,1279081,1316929,1351207,1382053,1413513,1447303,1482586,1519245,1556852,1592397,1622859,1645466,1657738,1658938,1653800,1650819,1655173,1668731,1692074,1725117,1764211,1805281,1846759,1885036,1919953,1953938,1988547,2026561,2064424,2091274,2103301,2104463,2097946,2087554,2080712,2085459,2101998,2116511,2115974,2101736,2083930,2072112,2068173,2070749,2078242,2086446,2089200,2081317,2062319,2036676,2013631,1996610,1977818,1948262,1916721,1903372,1898429,1890403,1883681,1865496,1841704,1823332,1804084,1784317,1764346,1744428,1724743,1705235,1685656,1665829,1645990
38,293609,295935,298794,302706,308086,315040,323417,332986,343482,354522,365702,376860,387936,398809,409668,422676,435903,449097,463038,475146,485989,496551,507559,519193,531945,546107,561635,578637,596966,615747,633497,651996,673166,693207,711089,728627,745644,761937,777076,796865,826403,862884,906570,951078,989919,1027132,1067180,1110244,1153507,1194661,1233518,1272244,1310461,1344871,1375682,1407636,1442670,1479267,1517045,1555007,1589792,1619523,1641437,1652997,1653232,1646736,1642886,1647191,1661293,1684880,1716860,1754666,1797398,1840837,1879087,1913742,1947291,1981388,2018905,2056363,2082980,2094972,2096276,2090045,2080040,2073616,2078731,2095526,2110175,2109666,2095364,2077425,2065435,2061326,2063772,2071194,2079406,2082270,2074601,2055901,2030590,2007847,1991053,1972408,1942938,1911417,1897993,1892940,1884830,1878058,1859908,1836221,1817986,1798914,1779348,1759582,1739849,1720314,1700908,1681382,1661572
39,288433,290711,293105,296078,300141,305655,312642,320966,330480,340911,351872,363053,374203,385244,396080,406886,419839,432992,446099,459945,471974,482783,493386,504351,515929,528686,542883,558342,575285,593587,612287,629962,648439,669627,689687,707467,724926,741898,758116,773198,792930,822443,858876,902465,946876,985658,1022786,1062534,1104978,1147378,1188012,1227028,1266086,1304399,1338766,1370043,1403128,1439343,1476960,1515060,1552302,1586407,1615467,1636680,1647294,1646227,1638933,1635078,1639946,1654318,1676846,1707546,1747027,1791688,1835084,1873075,1907313,1940381,1974019,2011152,2048347,2074876,2086966,2088524,2082661,2073079,2067055,2072460,2089386,2104025,2103419,2088982,2070897,2058771,2054562,2056961,2064397,2072701,2075741,2068332,2049941,2024937,2002435,1985784,1967200,1937746,1906203,1892698,1887559,1879407,1872637,1854576,1831041,1812979,1794104,1774739,1755157,1735573,1716139,1696787,1677278
40,282944,285516,287863,290371,293503,297711,303269,310210,318487,327943,338298,349259,360429,371536,382538,393319,404079,416959,430024,443042,456787,468779,479624,490189,501103,512686,525482,539620,555018,571947,590163,608779,626445,644956,666154,686102,703806,721228,738127,754281,769334,789086,818579,854940,898416,942738,981418,1018277,1057458,1099120,1141051,1181813,1221127,1260268,1298526,1333304,1365608,1399767,1436909,1474808,1512238,1548850,1582305,1610687,1630974,1640314,1638482,1631212,1627938,1633110,1646416,1667701,1700110,1741486,1786101,1829236,1866823,1900603,1933239,1966526,2003410,2040481,2067050,2079350,2081239,2075780,2066603,2060901,2066473,2083388,2097894,2097121,2082537,2064345,2052154,2047926,2050360,2057890,2066350,2069613,2062477,2044372,2019615,1997273,1980679,1962085,1932608,1901037,1887473,1882290,1874149,1867435,1849509,1826161,1808292,1789616,1770433,1751000,1731517,1712138,1692803
41,276912,280006,282644,285103,287773,291061,295322,300842,307745,315972,325358,335715,346665,357786,368851,379795,390525,401224,414017,426992,439915,453609,465633,476433,486931,497853,509483,522225,536310,551706,568546,586691,605288,622986,641517,662606,682471,700148,717495,734328,750438,765532,785312,814750,851024,894405,938595,977014,1013349,1051834,1093067,1135103,1176125,1215506,1254592,1293203,1328902,1362180,1397183,1434582,1471854,1508703,1544705,1577511,1604982,1624038,1632619,1630789,1624093,1621152,1625222,1637311,1660382,1694682,1736025,1780391,1823129,1860272,1893639,1925946,1959010,1995775,2032844,2059561,2072145,2074404,2069331,2060484,2054982,2060581,2077368,2091675,2090724,2076032,2057800,2045623,2041456,2044002,2051688,2060350,2063852,2056967,2039091,2014500,1992234,1975631,1956989,1927483,1895907,1882327,1877152,1869073,1862463,1844707,1821566,1803891,1785394,1766358,1747026,1727600,1708241
42,270362,273953,277108,279853,282473,285306,288653,292885,298378,305243,313408,322799,333147,344042,355119,366124,377010,387677,398304,411007,423885,436758,450475,462428,473168,483680,494645,506221,518920,533013,548329,565100,583230,601850,619565,638004,659007,678847,696444,713719,730505,746653,761799,781561,810931,847129,890372,934274,972194,1007906,1046011,1087342,1129600,1170663,1209985,1249392,1288826,1325391,1359434,1394663,1431475,1468218,1504487,1539863,1571792,1598083,1616388,1624929,1623635,1617285,1613144,1615970,1629977,1655004,1689296,1730415,1774404,1816706,1853448,1886499,1918595,1951558,1988319,2025488,2052427,2065336,2067950,2063191,2054554,2049117,2054631,2071224,2085320,2084229,2069494,2051302,2039215,2035183,2037900,2045787,2054665,2058386,2051700,2033975,2009470,1987213,1970564,1951871,1922359,1890820,1877273,1872155,1864186,1857715,1840150,1817215,1799716,1781364,1762430,1743157,1723753
43,263578,267383,271029,274280,277184,279973,282868,286189,290404,295871,302684,310861,320250,330540,341390,352406,363346,374165,384758,395309,407915,420739,433644,447275,459152,469895,480449,491370,502912,515623,529640,544895,561663,579805,598435,616069,634442,655413,675164,692684,709906,726718,742910,758049,777793,807112,843193,886154,929558,966890,1002265,1040468,1081995,1124280,1165272,1204884,1245018,1285219,1322472,1356702,1391394,1427722,1463912,1499586,1534123,1564925,1590479,1608704,1617725,1616748,1609034,1603535,1608464,1624580,1649631,1683737,1724512,1768088,1809992,1846420,1879267,1911266,1944236,1981087,2018430,2045631,2058851,2061750,2057189,2048634,2043154,2048521,2064909,2078830,2077663,2062963,2044886,2032960,2029119,2032048,2040149,2049227,2053116,2046555,2028902,2004420,1982139,1965439,1946718,1917243,1885788,1872323,1867309,1859482,1853172,1835799,1813053,1795697,1777447,1758573,1739326
44,256820,260575,264433,268167,271571,274645,277494,280365,283676,287879,293304,300139,308321,317650,327899,338688,349633,360503,371246,381760,392224,404781,417628,430440,443992,455862,466641,477153,488046,499600,512246,526213,541465,558249,576404,594939,612521,630882,651749,671398,688866,706114,722967,739136,754275,773992,803219,839062,881549,924378,961388,996865,1035250,1076785,1118988,1160234,1200501,1241324,1282131,1319517,1353252,1387502,1423310,1458940,1493814,1527277,1557358,1582808,1601443,1610732,1608154,1598875,1595708,1602980,1619151,1644060,1677870,1718268,1761463,1803050,1839267,1872015,1904019,1937083,1974095,2011649,2039101,2052566,2055642,2051158,2042579,2036997,2042207,2058425,2072231,2071062,2056470,2038576,2026866,2023254,2026408,2034706,2043936,2047924,2041412,2023770,1999278,1976970,1960244,1941536,1912144,1880822,1867483,1862605,1854942,1848796,1831597,1809008,1791754,1773566,1754722
45,250149,253789,257597,261533,265415,268991,272120,274943,277807,281117,285287,290744,297594,305720,315013,325205,335918,346789,357582,368240,378662,389098,401674,414432,427162,440686,452580,463312,473804,484712,496205,508804,522775,538054,554846,572906,591393,608957,627230,647991,667571,685054,702334,719165,735320,750450,770114,799133,834558,876513,919002,956091,991733,1030126,1071584,1113998,1155828,1196709,1238060,1278958,1315874,1349208,1382957,1418231,1453102,1486961,1519727,1549694,1575501,1594363,1601742,1597308,1590615,1590068,1597429,1613502,1638167,1671647,1711699,1754586,1795950,1832056,1864798,1896889,1930112,1967319,2005073,2032718,2046327,2049461,2044952,2036293,2030602,2035688,2051793,2065555,2064457,2050040,2032381,2020924,2017552,2020913,2029362,2038678,2042692,2036170,2018510,1994005,1971694,1954982,1936335,1907074,1875927,1862747,1858023,1850527,1844527,1827474,1805002,1787811,1769657
46,243486,247083,250775,254658,258739,262793,266415,269513,272329,275198,278485,282698,288181,294978,303077,312320,322432,333071,343861,354565,365125,375517,385986,398470,411145,423860,437378,449223,459930,470436,481283,492740,505351,519344,534637,551339,569351,587826,605305,623476,644152,663739,681248,698493,715295,731434,746528,766037,794690,829644,871275,913794,951009,986656,1024990,1066636,1109564,1151939,1193268,1234668,1275109,1311646,1344511,1377758,1412308,1446207,1479409,1512044,1542337,1568325,1584959,1590159,1588544,1584752,1584326,1591631,1607509,1631901,1665082,1704856,1747522,1788751,1824831,1857647,1889885,1923297,1960690,1998591,2026330,2039970,2043067,2038479,2029734,2023966,2028984,2045045,2058832,2057867,2043677,2026288,2015093,2011945,2015469,2024007,2033338,2037323,2030762,2013082,1988588,1966313,1949663,1931122,1902034,1871093,1858089,1853524,1846180,1840300,1823354,1800962,1783808
47,236577,240378,244027,247790,251818,256075,260166,263750,266837,269662,272513,275849,280099,285535,292314,300373,309539,319579,330135,340832,351435,361964,372392,382775,395176,407835,420544,433996,445805,456525,466975,477786,489258,501899,515905,531114,547780,565786,584154,601526,619631,640295,659889,677362,694570,711344,727431,742387,761596,789839,824525,866174,908760,945953,981553,1020051,1062160,1105573,1148323,1189662,1230623,1270708,1306775,1339154,1371724,1405348,1438624,1471689,1504633,1535067,1558542,1572673,1580878,1582403,1578749,1578308,1585468,1601126,1625273,1658220,1697792,1740320,1781497,1817624,1850567,1882979,1916573,1954099,1992054,2019783,2033361,2036369,2031696,2022896,2017107,2022124,2038204,2052077,2051296,2037366,2020257,2009309,2006343,2009969,2018529,2027824,2031750,2025149,2007471,1983029,1960836,1944292,1925899,1897014,1866298,1853473,1849053,1841833,1836039,1819165,1796828
