Edad,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070
48,228983,233425,237273,240988,244900,249109,253395,257439,261008,264105,266912,269816,273198,277405,282835,289586,297571,306671,316631,327091,337683,348252,358810,369149,379468,391853,404494,417144,430553,442364,453014,463423,474258,485766,498420,512349,527528,544194,562090,580345,597651,615757,636420,655951,673374,690543,707247,723199,737897,756765,784789,819512,861202,903717,940852,976605,1015536,1058067,1101779,1144487,1185412,1226040,1265651,1301247,1332980,1364670,1397697,1430841,1464197,1497257,1524961,1545684,1562944,1574441,1576085,1572438,1571896,1578890,1594358,1618324,1651107,1690558,1733020,1774210,1810433,1843529,1876109,1909834,1947408,1985317,2012945,2026412,2029323,2024596,2015798,2010051,2015128,2031286,2045292,2044726,2031067,2014223,2003479,2000637,2004305,2012838,2022068,2025934,2019315,2001677,1977332,1955268,1938868,1920653,1891991,1861502,1848844,1844543,1837415,1831671,1814847
49,220304,225790,230268,234175,238040,242139,246373,250607,254630,258207,261283,264142,267098,270439,274652,280066,286751,294680,303704,313566,323916,334476,345072,355535,365812,376129,388493,401071,413681,427071,438799,449412,459844,470705,482225,494812,508723,523909,540469,558240,576424,593727,611838,632427,651891,669268,686355,702917,718606,733006,751724,779813,814586,856192,898608,935868,972018,1011335,1054102,1097729,1140030,1180643,1220807,1259942,1294908,1325795,1356925,1389820,1423246,1456708,1486886,1511686,1535603,1556211,1567783,1569421,1565703,1565045,1571903,1587243,1611096,1643790,1683184,1725640,1766887,1803230,1836472,1869171,1902949,1940476,1978255,2005734,2019079,2021922,2017192,2008455,2002812,2008006,2024286,2038455,2038115,2024711,2008094,1997503,1994728,1998392,2006872,2016033,2019860,2013257,1995705,1971500,1949602,1933380,1915361,1886924,1856651,1844137,1839925,1832856,1827141
50,210394,217080,222587,227109,231164,235222,239342,243521,247729,251759,255310,258436,261349,264259,267615,271827,277181,283821,291681,300611,310364,320685,331268,341760,352166,362435,372742,385041,397584,410171,423467,435140,445771,456230,467100,478559,491131,505058,520139,536580,554279,572446,589762,607796,628305,647695,664973,681910,698225,713620,727905,746737,774889,809600,851098,893588,931190,967695,1007199,1049840,1093065,1135065,1175221,1214919,1253429,1287565,1317916,1348933,1382104,1415616,1446089,1473292,1501326,1528577,1549214,1560743,1562299,1558497,1557756,1564540,1579818,1603627,1636293,1675683,1718174,1759498,1795954,1829297,1862042,1895785,1933187,1970786,1998103,2011354,2014176,2009502,2000887,1995401,2000753,2017183,2031524,2031397,2018213,2001774,1991281,1988531,1992166,2000589,2009704,2013523,2006979,1989555,1965529,1943828,1927799,1909982,1881761,1851683,1839283,1835129,1828100
51,199411,207156,213840,219369,224032,228284,232356,236418,240571,244788,248786,252380,255557,258417,261349,264715,268874,274197,280777,288549,297377,307107,317446,327922,338357,348749,358994,369258,381523,394035,406525,419747,431433,442079,452539,463354,474807,487401,501225,516195,532566,550247,568405,585644,603606,624022,643294,660420,677107,693125,708408,722826,741760,769877,804513,846066,888819,926725,963368,1002719,1044973,1087905,1129448,1169141,1208238,1245927,1279521,1309770,1341065,1374311,1404724,1432189,1462678,1494008,1521246,1541798,1553209,1554674,1550821,1550059,1556836,1572117,1595940,1628625,1668048,1710591,1751985,1788512,1821887,1854597,1888231,1925459,1962866,1990042,2003241,2006098,2001535,1993093,1987806,1993345,2009932,2024431,2024483,2011473,1995161,1984730,1981984,1985589,1993976,2003071,2006921,2000477,1983217,1959401,1937916,1922087,1904460,1876437,1846529,1834217,1830101
52,187820,196176,203898,210577,216230,221087,225343,229355,233391,237557,241739,245773,249413,252527,255409,258358,261675,265817,271090,277590,285267,294074,303833,314066,324478,334895,345254,355458,365706,377935,390351,402768,415976,427662,438303,448705,459517,470995,483493,497204,512110,528470,546133,564200,581364,599238,619516,638611,655489,671888,687796,703198,717729,736674,764749,799455,841232,884219,922199,958661,997641,1039617,1082090,1123174,1162289,1200587,1237720,1271194,1301720,1333083,1363094,1390443,1421282,1455061,1486343,1513458,1533855,1545138,1546543,1542701,1541984,1548816,1564157,1588039,1620777,1660246,1702833,1744257,1780789,1814121,1846727,1880209,1917252,1954481,1981553,1994749,1997693,1993292,1985063,1980003,1985735,2002468,2017092,2017277,2004394,1988178,1977790,1975047,1978642,1987019,1996132,2000051,1993740,1976676,1953087,1931824,1916186,1898734,1870883,1841123,1828880
53,176194,184600,192916,200604,207389,213225,218070,222260,226244,230298,234429,238643,242717,246281,249415,252317,255216,258528,262630,267832,274252,281920,290771,300411,310582,320977,331348,341664,351847,362073,374201,386529,398949,412134,423789,434364,444770,455613,466996,479384,493035,507937,524274,541845,559817,576885,594625,614707,633546,650150,666437,682437,697933,712491,731457,759620,794550,836525,879495,917249,953355,992082,1033605,1075620,1116126,1154464,1192209,1229206,1262933,1293521,1321509,1348355,1379180,1413355,1447053,1478183,1505110,1525339,1536526,1537930,1534165,1533556,1540498,1555940,1579910,1612713,1652220,1694810,1736205,1772672,1805896,1838357,1871674,1908545,1945628,1972639,1985880,1988957,1984755,1976766,1971942,1977858,1994704,2009409,2009683,1996897,1980760,1970418,1967699,1971311,1979713,1988878,1992898,1986749,1969896,1946545,1925496,1910033,1892731,1865035,1835408
54,165046,172997,181352,189612,197385,204336,210137,214902,219059,223065,227084,231246,235497,239479,243057,246211,249060,251962,255241,259280,264413,270840,278562,287296,296888,307041,317378,327703,337998,348151,358279,370324,382649,395035,408172,419747,430320,440753,451498,462773,475111,488762,503650,519893,537360,555215,572135,589699,609521,628065,644552,660929,677001,692503,707107,726200,754598,789720,831627,874302,911706,947579,985873,1026944,1068388,1108130,1145921,1183522,1220738,1254491,1281550,1306246,1336682,1370923,1404993,1438514,1469431,1496159,1516249,1527392,1528858,1525233,1524783,1531875,1547447,1571517,1604374,1643884,1686423,1727719,1764061,1797138,1829442,1862605,1899331,1936305,1963296,1976624,1979868,1975892,1968153,1963556,1969628,1986547,2001290,2001621,1988917,1972865,1962589,1959923,1963584,1972045,1981293,1985438,1979468,1962836,1939716,1918869,1903558,1886387,1858832
55,154813,161869,169767,178052,186380,194300,201188,206889,211611,215789,219760,223809,228007,232156,236147,239740,242831,245685,248557,251779,255764,260925,267412,275030,283729,293303,303382,313675,323977,334227,344284,354346,366380,378667,390994,404028,415582,426184,436516,447150,458384,470726,484361,499148,515293,532634,550322,567069,584382,603909,622325,638885,655307,671370,686901,701647,721018,749613,784656,826239,868525,905685,941152,979012,1019528,1060211,1099402,1137048,1174857,1212058,1242078,1265655,1294080,1328074,1362186,1396063,1429351,1460045,1486599,1506601,1517757,1519343,1515906,1515656,1522926,1538639,1562800,1595681,1635140,1677563,1718704,1754882,1787799,1819955,1852991,1889605,1926504,1953510,1966955,1970390,1966648,1959154,1954761,1960954,1977904,1992651,1993024,1980408,1964463,1954284,1951702,1955446,1963993,1973347,1977634,1971849,1955432,1932531,1911868,1896693,1879641
56,145726,151645,158656,166480,174823,183281,191110,197873,203513,208250,212388,216387,220472,224559,228712,232716,236234,239330,242152,244966,248146,252172,257411,263811,271408,280090,289586,299623,309882,320136,330279,340267,350332,362318,374534,386765,399757,411324,421808,432021,442620,453866,466192,479735,494425,510433,527593,545088,561593,578648,598031,616487,633071,649460,665538,681197,696229,715817,744336,779073,820261,862282,899019,934070,971409,1011177,1051295,1090331,1128174,1165940,1199188,1225455,1252909,1285098,1318940,1352843,1386477,1419525,1450020,1476447,1496409,1507630,1509382,1506173,1506151,1513611,1529457,1553680,1586537,1625887,1668140,1709085,1745084,1777851,1809881,1842819,1879351,1916203,1943250,1956832,1960466,1956953,1949684,1945466,1951743,1968693,1983427,1983845,1971338,1955531,1945481,1943017,1946873,1955528,1965001,1969434,1963829,1947617,1924920,1904426,1889375
57,137738,142551,148439,155381,163261,171725,180068,187748,194426,200066,204752,208912,212948,216913,221004,225168,229084,232604,235660,238420,241196,244430,248559,253720,260109,267702,276309,285768,295778,305974,316108,326175,336163,346193,358092,370202,382393,395377,406804,417160,427347,437952,449182,461415,474854,489415,505235,522199,539447,555697,572630,592026,610472,627006,643401,659579,675480,690751,710294,738520,772910,813835,855390,891695,926251,962882,1002083,1042033,1081235,1119010,1152614,1181834,1212105,1243520,1275546,1309164,1342815,1376201,1409032,1439369,1465709,1485678,1497006,1498960,1496006,1496225,1503868,1519823,1544065,1576843,1616033,1658078,1698813,1734637,1767269,1799202,1832068,1868543,1905370,1932472,1946198,1950025,1946723,1939650,1935577,1941913,1958846,1973567,1974046,1961678,1946042,1936157,1933840,1937828,1946606,1956201,1960774,1955337,1939315,1916810,1896476
58,130689,134537,139336,145167,152173,160173,168507,176681,184252,190910,196480,201174,205366,209270,213241,217346,221414,225325,228794,231779,234499,237343,240695,244756,249928,256333,263847,272425,281857,291790,301860,311914,321980,331917,341875,353662,365729,377908,390718,402000,412324,422513,433104,444236,456370,469683,484041,499670,516394,533377,549511,566474,585826,604180,620700,637169,653568,669679,684902,704199,732124,766307,806761,847842,883643,917507,953587,992625,1032717,1071809,1105186,1134556,1167933,1202285,1233519,1265318,1298673,1332069,1365228,1397876,1428093,1454389,1474399,1485864,1488043,1485357,1485814,1493619,1509644,1533859,1566511,1605506,1647327,1687849,1723514,1756034,1787891,1820710,1857147,1893958,1921116,1934976,1938978,1935862,1928963,1925013,1931396,1948310,1963028,1963593,1951397,1935968,1926278,1924130,1928266,1937170,1946881,1951580,1946296,1930452,1908135
59,124411,127445,131296,136052,141961,149096,156957,165113,173160,180690,187251,192807,197521,201569,205478,209464,213466,217528,221377,224762,227704,230494,233473,236769,240855,246060,252387,259888,268447,277796,287600,297583,307622,317620,327477,337335,349075,361117,373130,385759,396993,407310,417472,427967,439005,451003,464117,478291,493692,510153,527011,543165,560085,579312,597621,614191,630852,647426,663452,678448,697536,725301,759064,799048,839563,874660,908000,943930,983097,1023036,1057456,1086405,1120131,1157688,1191809,1222805,1254345,1287437,1320596,1353562,1386060,1416191,1442470,1462547,1474166,1476582,1474163,1474840,1482774,1498828,1522973,1555471,1594253,1635845,1676165,1711686,1744116,1775918,1808706,1845111,1881903,1909107,1923082,1927234,1924280,1917535,1913704,1920136,1937040,1951773,1952453,1940462,1925273,1915802,1913840,1918128,1927152,1936965,1941774,1936630,1920960
60,118663,121107,124161,127982,132834,138888,145886,153567,161585,169574,176981,183504,189057,193605,197653,201579,205456,209454,213447,217198,220531,223545,226478,229391,232732,236874,242006,248338,255827,264307,273526,283231,293201,303161,313058,322808,332634,344348,356199,368034,380594,391803,402077,412135,422527,433429,445225,458152,472118,487272,503609,520462,536564,553361,572516,590823,607553,624364,640819,656591,671419,690436,717849,751190,790603,830359,864901,898111,934178,973166,1008175,1037941,1071428,1109479,1146748,1180587,1211317,1242598,1275446,1308398,1341198,1373576,1403644,1429925,1450079,1461862,1464511,1462344,1463210,1471239,1487287,1511340,1543667,1582233,1623600,1663729,1699123,1731478,1763240,1796002,1832373,1869130,1896356,1910419,1914698,1911890,1905297,1901589,1908081,1924993,1939763,1940586,1928831,1913909,1904675,1902906,1907343,1916475,1926375,1931279,1926268
61,113166,115288,117763,120802,124737,129751,135678,142504,150046,157996,165843,173182,179674,185033,189566,193628,197440,201318,205240,209123,212814,216216,219368,222245,225211,228614,232691,237847,244188,251601,259950,269074,278762,288632,298473,308252,317962,327779,339294,350966,362723,375228,386366,396522,406472,416721,427412,439035,451768,465502,480541,496869,513640,529602,546332,565447,583861,600715,617369,633546,649147,663963,682718,709760,742591,781248,820374,854755,888095,923981,957841,987963,1022390,1060372,1098100,1135033,1168562,1199028,1230068,1262696,1295466,1328124,1360400,1390418,1416710,1436945,1448881,1451748,1449807,1450836,1458931,1474952,1498899,1531054,1569407,1610557,1650506,1685784,1718076,1749802,1782537,1818855,1855553,1882769,1896896,1901284,1898616,1892182,1888616,1895189,1912126,1926955,1927945,1916454,1901818,1892834,1891258,1895835,1905060,1915030,1920021
62,107687,109716,111875,114345,117513,121630,126529,132298,138994,146469,154264,162020,169301,175563,180885,185420,189356,193169,196967,200774,204593,208347,211887,214975,217905,220950,224289,228406,233589,239855,247148,255400,264504,274090,283826,293545,303276,312958,322595,333911,345506,357207,369604,380596,390627,400422,410448,420975,432418,444936,458563,473607,489823,506426,522314,539001,558180,576668,593327,609684,625688,641278,655887,674357,700954,733086,771095,809980,844462,877605,908220,937003,971889,1010931,1048560,1085921,1122490,1155709,1185926,1216748,1249177,1281784,1314315,1346498,1376471,1402770,1423074,1435146,1438204,1436463,1437631,1445776,1461763,1485607,1517592,1555738,1596679,1636452,1671623,1703855,1735540,1768232,1804474,1841077,1868255,1882424,1886913,1884394,1878136,1874734,1881410,1898393,1913298,1914479,1903270,1888936,1880205,1878816,1883521,1892825,1902856
63,102101,104163,106228,108386,111001,114369,118380,123138,128793,135431,142751,150443,158115,165133,171329,176630,181021,184955,188684,192361,196106,199985,203872,207330,210479,213482,216454,219854,224015,229135,235290,242497,250740,259730,269169,278766,288424,298114,307607,317062,328304,339825,351404,363621,374458,384316,393884,403740,414107,425352,437778,451421,466341,482374,498862,514688,531443,550647,568887,585234,601415,617415,632789,647162,665277,691237,722790,760544,799425,833647,861376,886773,920445,960047,998691,1035926,1072893,1109095,1142014,1172004,1202624,1234871,1267326,1299736,1331827,1361746,1388037,1408386,1420563,1423786,1422225,1423521,1431715,1447673,1471419,1503244,1541186,1581920,1621521,1656583,1688748,1720380,1753004,1789137,1825611,1852722,1866922,1871515,1869160,1863105,1859894,1866697,1883740,1898738,1900122,1889209,1875185,1866706,1865498,1870320,1879694
64,96348,98512,100606,102669,104978,107806,111078,114965,119628,125242,131734,138946,146539,153923,160845,166991,172119,176495,180335,183936,187549,191360,195374,199164,202676,205890,208812,211854,215313,219417,224435,230524,237734,245858,254697,263983,273508,283117,292601,301900,311308,322466,333849,345246,357268,367895,377499,386892,396599,406784,417956,430401,443922,458642,474550,490940,506807,523591,542505,560382,576553,592735,608508,623630,637700,655286,680728,712080,749801,788315,816886,839239,869718,908247,947409,985614,1022427,1058995,1094835,1127468,1157243,1187677,1219748,1252054,1284340,1316327,1346178,1372432,1392791,1405041,1408407,1407020,1408448,1416698,1432639,1456297,1487965,1525707,1566231,1605654,1640599,1672683,1704235,1736763,1772750,1809063,1836090,1850317,1855028,1852860,1847034,1844043,1850992,1868110,1883207,1884804,1874196,1860485,1852255,1851220,1856155
65,90407,92707,94895,96979,99195,101726,104463,107625,111434,116076,121561,127953,135064,142354,149618,156459,162397,167487,171749,175450,178984,182674,186613,190520,194359,197929,201042,204034,207152,210548,214570,219534,225637,232734,240705,249392,258596,268066,277449,286726,295973,305310,316323,327499,338696,350463,360802,370225,379470,389004,399134,410339,422655,435968,450568,466346,482731,498612,515102,533619,551292,567466,583426,598933,613725,627312,644490,669804,701172,738484,771092,794036,821632,857178,895241,933921,971659,1008044,1044212,1079698,1112054,1141625,1171877,1203772,1235924,1268075,1299937,1329684,1355865,1376199,1388497,1391995,1390787,1392360,1400683,1416619,1440197,1471713,1509250,1549557,1588788,1623597,1655575,1687019,1719416,1755227,1791353,1818285,1832546,1837392,1835436,1829870,1827122,1834236,1851434,1866631,1868444,1858143,1844747,1836767,1835903
66,84312,86731,89045,91213,93446,95884,98325,100963,104063,107869,112401,117802,124098,130902,138059,145217,151818,157689,162633,166735,170368,173975,177798,181628,185582,189466,192912,196092,199160,202209,205529,209511,214508,220511,227458,235286,243885,253019,262241,271408,280630,289791,299000,309787,320752,331684,343118,353244,362518,371599,381085,391247,402328,414433,427619,442080,457837,474184,489756,505864,524155,541815,557764,573437,588597,602879,616102,633282,658667,689673,721007,747738,775919,808736,843820,881379,919546,956807,992759,1028532,1063665,1095749,1125120,1155188,1186899,1218882,1250873,1282578,1312183,1338250,1358526,1370855,1374488,1373475,1375212,1383625,1399569,1423075,1454436,1491760,1531832,1570849,1605495,1637336,1668639,1700876,1736486,1772408,1799239,1813546,1818548,1816830,1811552,1809072,1816361,1833637,1848930,1850954,1840963,1827887,1820160
67,78154,80623,83044,85323,87632,90085,92426,94772,97360,100473,104187,108651,113974,119973,126641,133679,140572,147074,152762,157516,161536,165235,168979,172679,176557,180544,184286,187793,191040,194030,197000,200299,204333,209241,215097,221914,229653,238176,247058,256059,265153,274273,283285,292295,302852,313530,324126,335309,345262,354356,363397,372922,382956,393821,405799,418851,433271,448964,464961,480140,496062,514322,531724,547373,562676,577306,591189,604476,621842,646916,672113,697553,729308,762660,795020,829607,866629,904270,941045,976564,1011938,1046716,1078525,1107691,1137565,1169078,1200866,1232663,1264169,1293590,1319505,1339701,1352056,1355837,1355038,1356963,1365482,1381444,1404880,1436079,1473172,1512986,1551757,1586207,1617878,1649012,1681064,1716453,1752158,1778891,1793257,1798436,1796983,1792015,1789819,1797290,1814638,1830016,1832249,1822571,1809824
68,72047,74470,76931,79304,81714,84232,86578,88822,91122,93736,96774,100436,104839,109883,115757,122305,129063,135833,142115,147577,152215,156287,160120,163748,167493,171401,175230,179016,182575,185732,188635,191591,194946,198902,203674,209415,216151,223820,232089,240732,249657,258639,267591,276381,285170,295435,305753,316098,327072,336830,345878,354954,364337,374159,384901,396732,409737,424087,439405,454977,469978,485909,503898,520946,536200,550947,565151,579086,592611,609769,629216,648753,679084,715738,748581,780450,814508,850977,888079,924360,959439,994409,1028824,1060349,1089299,1118964,1150250,1181810,1213370,1244631,1273826,1299564,1319666,1332049,1335994,1335435,1337568,1346210,1362195,1385558,1416580,1453419,1492940,1531429,1565648,1597119,1628058,1659908,1695061,1730541,1757178,1771616,1776993,1775825,1771189,1769290,1776942,1794351,1809800,1812238,1802882
69,66062,68389,70796,73197,75688,78294,80691,82934,85132,87463,90010,93012,96632,100776,105713,111477,117744,124368,130890,136911,142225,146889,151071,154775,158447,162217,165949,169821,173647,177090,180147,183025,186050,189334,193163,197841,203512,210189,217605,225642,234208,242999,251792,260499,269065,277575,287457,297523,307668,318401,328085,337158,346080,355244,364936,375527,387305,400242,414209,429080,444457,459485,475183,492780,509384,524065,538357,552591,566728,580094,591829,605824,630249,665325,701354,733651,764999,798513,834412,870962,906739,941368,975921,1009959,1041183,1069898,1099327,1130351,1161638,1192917,1223891,1252829,1278368,1298372,1310793,1314919,1314624,1316985,1325759,1341771,1365050,1395874,1432426,1471616,1509782,1543735,1574982,1605706,1637341,1672249,1707499,1734041,1748563,1754152,1753288,1748997,1747403,1755230,1772686,1788194,1790839
70,60199,62447,64752,67091,69598,72269,74739,77025,79214,81440,83710,86232,89207,92586,96644,101491,106986,113119,119482,125717,131556,136859,141610,145635,149370,153059,156647,160418,164315,168000,171329,174344,177299,180239,183410,187163,191789,197417,203849,211043,219000,227419,236001,244540,252997,261265,269420,279039,288894,298811,309432,319113,328003,336682,345713,355257,365786,377494,390038,403570,418248,433636,448440,463780,480886,496850,511056,525371,539777,553711,561714,568211,587169,616343,650769,686131,717851,748661,781610,816926,852909,888167,922331,956448,990086,1020988,1049440,1078596,1109314,1140284,1171238,1201890,1230546,1255875,1275779,1288246,1292574,1292562,1295166,1304081,1320113,1343291,1373888,1410115,1448932,1486739,1520398,1551397,1581895,1613304,1647957,1682967,1709416,1724028,1729843,1729293,1725356,1724070,1732068,1749556,1765116
71,54467,56649,58868,61099,63534,66203,68724,71071,73294,75504,77666,79914,82420,85171,88483,92473,97075,102448,108319,114383,120413,126207,131552,136107,140150,143897,147383,151007,154797,158538,162088,165355,168433,171295,174127,177227,180946,185542,190948,197172,204298,212105,220304,228609,236873,245015,252910,260832,270241,279861,289675,300240,309694,318313,326856,335719,345196,355662,366976,379092,392443,407140,422288,436731,451595,468019,483454,497665,512124,526278,534769,537623,549284,573061,601662,635397,670055,701176,731428,763799,798511,833908,868626,902303,935960,969171,999717,1027871,1056712,1087078,1117686,1148279,1178580,1206937,1232045,1251850,1264373,1268917,1269205,1272065,1281119,1297160,1320216,1350551,1386413,1424817,1462228,1495568,1526304,1556563,1587739,1622127,1656887,1683237,1697943,1703988,1703760,1700185,1699209,1707371,1724880
72,48913,51004,53148,55287,57604,60187,62695,65081,67354,69587,71726,73861,76095,78390,81091,84355,88124,92626,97752,103327,109175,115123,120920,126041,130577,134604,138128,141645,145286,148911,152492,155968,159284,162249,164986,167749,170833,174536,178932,184148,190326,197309,204891,212799,220816,228738,236477,244138,251892,261063,270567,280325,290614,299741,308198,316556,325349,334757,344825,355719,367681,381087,395545,410286,424251,438467,454318,469701,484034,498196,506867,510167,518272,534914,558202,586197,619201,653124,683623,713301,745075,779162,813947,848100,881262,914429,947175,977325,1005138,1033621,1063591,1093800,1124000,1153929,1181969,1206850,1226553,1239135,1243906,1244509,1247628,1256816,1272850,1295754,1325795,1361252,1399205,1436190,1469190,1499649,1529659,1560590,1594700,1629195,1655434,1670232,1676508,1676605,1673397,1672735,1681059
73,43573,45561,47606,49661,51874,54327,56742,59106,61405,63674,65824,67928,70047,72075,74331,77002,80068,83759,88038,92887,98251,104001,109925,115451,120509,124994,128774,132314,135848,139309,142759,146255,149755,152939,155762,158430,161176,164254,167779,172009,177200,183248,190009,197295,204904,212562,220070,227558,235040,242600,251651,261083,270556,280456,289373,297621,305885,314600,323610,333275,344039,356087,369271,383312,397531,410842,424521,440284,455722,469715,478410,481918,490398,503510,519816,542586,569938,602182,635341,665197,694283,725435,758871,793017,826572,859187,891822,924060,953769,981197,1009277,1038813,1068590,1098373,1127908,1155619,1180260,1199856,1212498,1217502,1218426,1221804,1231116,1247119,1269845,1299555,1334573,1372041,1408572,1441212,1471380,1501130,1531803,1565617,1599824,1625938,1640819,1647325,1647750,1644915,1644572
